TIPO,VIA,TRATTI,CIRC.,FREQ.,LUN,MAR,MER,GIO,VEN,SAB,ITINERARIO,SEDE
VIA,PORTA DI CASTRO,,1,bisett.,x,,,x,,,C1B16,CAMPISI
VIA,PORTA DI MAZZARA,,1,sett.,,,,,,x,C1S13,CAMPISI
PIAZZETTA,PORTA GUCCIA,,1,trisett.,x,,x,,x,,C1T11,STRAZZERI
PIAZZA,PORTA MONTALTO,compreso tratto fino a Corso Tukory,1,giorn.,x,x,x,x,x,x,C1G14,CAMPISI
P.tta,PORTA REALE,,1,giorn.,x,x,x,x,x,x,C1G02,INGHAM
VIA,PORTA S.AGATA,,1,bisett.,,x,,,x,,C1B21,CAMPISI
VIA,PORTO SALVO,,1,trisett.,,x,,x,,x,C1T13,STRAZZERI
CORTILE,"POZZO (VLO PIPITONE,56)",,8,sett.,,,,,,x,C8S24,STRAZZERI
VIA,PRATI GIOVANNI,,8,bisett.,x,,,x,,,C8B47,MOZART
VIA,PRESTINARI CARLO GEN.,,1,bisett.,,,x,,,x,C1B15,CAMPISI
PIAZZA,PRETORIA,,1,giorn.,x,x,x,x,x,x,C1G16,CAMPISI
VIA,PRIGIONI,,8,sett.,,,,x,,,C8S04,STRAZZERI
VIA,PRINCIPE DI BELMONTE,Ruggero Settimo - Wagner,8,giorn.,x,x,x,x,x,x,C8G01,STRAZZERI
VIA,PRINCIPE DI BELMONTE,Crispi - P.pe di Scordia,8,bisett.,,x,,,x,,C8B05,STRAZZERI
VIA,PRINCIPE DI BELMONTE,Wagner - P.pe di Scordia,8,giorn.,x,x,x,x,x,x,C8G04,STRAZZERI
VIA,PRINCIPE DI GRANATELLI,Ruggero Settimo - Wagner,8,giorn.,x,x,x,x,x,x,C8G01,STRAZZERI
VIA,PRINCIPE DI GRANATELLI,La Masa - Wagner,8,bisett.,,x,,,x,,C8B05,STRAZZERI
VIA,PRINCIPE DI PALAGONIA,Paternò - Cucco,8,sett.,x,,,,,,C8S37,MOZART
VIA,PRINCIPE DI PALAGONIA,Mozart - Paternò,8,bisett.,x,,,x,,,C8B51,MOZART
VIA,PRINCIPE DI PALAGONIA,Malaspina - Mozart,8,bisett.,,,x,,,x,C8B55,MOZART
LARGO,PRINCIPE DI PATERNO',,8,sett.,,,,x,,,C8S34,MOZART
VIA,PRINCIPE DI PATERNO',Regione Siciliana - Galilei,8,sett.,,,x,,,,C8S32,MOZART
VIA,PRINCIPE DI PATERNO',Galilei - Liszt,8,sett.,,x,,,,,C8S33,MOZART
VIA,PRINCIPE DI PATERNO',Zappalà - Sciuti,8,bisett.,x,,,x,,,C8B51,MOZART
VIA,PRINCIPE DI PATERNO',Sciuti - Libertà,8,trisett.,,x,,x,,x,C8T26,MOZART
VIA,PRINCIPE DI RESUTTANA,,1,bisett.,x,,,x,,,C1B04,INGHAM
VIA,PRINCIPE DI S.GIUSEPPE,,1,sett.,,,,,x,,C1S05,STRAZZERI
VIA,PRINCIPE DI SCORDIA,Collegio di Maria al Borgo - P.pe di Belmonte,8,bisett.,x,,,x,,,C8B04,STRAZZERI
VIA,PRINCIPE DI SCORDIA,Collegio di Maria al Borgo - Scinà,8,bisett.,,,x,,,x,C8B06,STRAZZERI
VIA,PRINCIPE DI SCORDIA,"P.pe di Granatelli - P.pe di Belmonte (perimetro P.zza
Florio)",8,bisett.,,x,,,x,,C8B05,STRAZZERI
VIA,PRINCIPE DI SCORDIA,Cavour - P.pe di Granatelli,8,bisett.,,,x,,,x,C8B03,STRAZZERI
VIA,PRINCIPE DI VILLAFRANCA,Nigra - Siracusa,8,trisett.,x,,x,,x,,C8T12,STRAZZERI
VIA,PRINCIPE DI VILLAFRANCA,Dante - Messina,8,trisett.,x,,x,,x,,C8T10,STRAZZERI
VIA,PRINCIPE DI VILLAFRANCA,Dante - Paternostro,8,trisett.,,x,,x,,x,C8T04,STRAZZERI
VIA,PRINCIPE DI VILLAFRANCA,Siracusa - Messina,8,trisett.,,x,,x,,x,C8T11,STRAZZERI
VIA,PRINCIPE DI VILLAFRANCA,S. Oliva - Paternostro,8,giorn.,x,x,x,x,x,x,C8G02,STRAZZERI
VIA,PUCCINI GIACOMO,,8,sett.,,,x,,,,C8S27,MOZART
VIA,PUGLIA,,8,bisett.,,x,,,x,,C8B34,MOZART
VIA,PUGLIA GIUSEPPE MARIO,,1,sett.,x,,,,,,C1S14,CAMPISI
VIA,PUGLISI BERTOLINO GIUSEPPE,,8,giorn.,x,x,x,x,x,x,C8G06,STRAZZERI
VIA,PUGLISI SALVATORE,da Via Alessi ad oltre Via Di Dio,8,sett.,,x,,,,,C8S08,MOZART
VIA,PUGLISI SALVATORE,da Via Bono a Via Alessi,8,sett.,,x,,,,,C8S08,MOZART
VIA,QUARTARARO GIUSEPPE,,1,sett.,,,,,x,,C1S12,CAMPISI
VIA,QUATTRO CORONATI,Scippateste - Cappuccinelle,1,sett.,x,,,,,,C1S01,STRAZZERI
VIA,QUATTRO CORONATI (interno Pretura),Pagano - Scippateste,1,,,,,,,,"strada privata
chiusa",
PIAZZA,QUATTRO NOVEMBRE,,8,bisett.,,,x,,,x,C8B40,MOZART
VIA,QUINTA CASA,,8,bisett.,,x,,,x,,C8B11,STRAZZERI
VIA,RABIN ISAAC,,8,sett.,,,,,x,,C8S12,MOZART
SALITA,RAFFADALI,,1,giorn.,x,x,x,x,x,x,C1G15,CAMPISI
VIA,RAFFAELE GIOVANNI,,8,bisett.,x,,,x,,,C8B10,STRAZZERI
VIA,RAFFAELLO,,8,sett.,,,x,,,,C8S32,MOZART
VIA,RAGUSA,,8,sett.,,,,x,,,C8S07,STRAZZERI
VIA,RAGUSA LITTORE,,8,bisett.,,,x,,,x,C8B33,MOZART
VICOLO,RAGUSI,,1,bisett.,,,x,,,x,C1B18,CAMPISI
VIA,RAIMONDO FRANCESCO,,1,giorn.,x,x,x,x,x,x,C1G11,STRAZZERI
VIA,RALLO ALBERTO,,8,trisett.,,x,,x,,x,C8T22,STRAZZERI
SALITA,RAMIREZ,,1,sett.,,,,x,,,C1S11,CAMPISI
VIA,RAMONDETTI FILETI CONCETT.,,1,giorn.,x,x,x,x,x,x,C1G07,STRAZZERI
VIA,RAMPOLLA MARIANO CARD.,Bonanno - Inizio slargo,8,quind.,,,,,x,,C8Q02,MOZART
VIA,RAMPOLLA MARIANO CARD.,"dal civ. 10 pressi fermata Amat a Via Belmonte (compresi
tutti i tratti interni)",8,sett.,,,,x,,,C8S22,MOZART
VIA,RANDAZZO CAMILLO,,8,bisett.,,x,,,x,,C8B24,MOZART
VIA,RAO CARLO,Pardi - Magione (parcheggio),1,trisett.,x,,x,,x,,C1T04,INGHAM
VIA,RAO CARLO,Lincoln - Pardi,1,trisett.,x,,x,,x,,C1T04,INGHAM
VIA,RAPISARDI MARIO,Pecoraro - Morello,8,bisett.,,,x,,,x,C8B50,MOZART
VIA,RAPISARDI MARIO,Leopardi - Morello,8,bisett.,,,x,,,x,C8B49,MOZART
VIA,RAPISARDI MARIO,P.zza Boccaccio - Libertà,8,bisett.,,x,,,x,,C8B45,MOZART
VIA,RAPISARDI MARIO,P.zza Boccaccio - Leopardi,8,bisett.,x,,,x,,,C8B47,MOZART
VIA,RE FEDERICO,Dante - Villa Florio,8,bisett.,,,x,,,x,C8B28,STRAZZERI
CORTILE,REGINA,,1,giorn.,x,x,x,x,x,x,C1G08,STRAZZERI
VIALE,REGIONE SICILIANA N.O.,Paternò - Lazio (carr. lat. dir. TP),8,quind.,,,,,x,,C8Q01,MOZART
VIALE,REGIONE SICILIANA N.O.,De Saliba - Paternò,8,quind.,,,,,x,,C8Q01,MOZART
VIALE,REGIONE SICILIANA N.O.,Da Vinci - De Saliba,8,quind.,,,,,x,,C8Q01,MOZART
VIALE,REGIONE SICILIANA N.O.,Da Vinci - Sauro,8,sett.,,,,,,x,C8S30,MOZART
VIA,REQUISENZ,,8,sett.,,,x,,,,C8S03,STRAZZERI
VIA,RESPIGHI OTTORINO,,8,sett.,x,,,,,,C8S25,MOZART
VIA,RESTIVO EMPEDOCLE,Sardegna - Lazio (compreso tratto laterale Emilia-Marche),8,trisett.,,x,,x,,x,C8T25,MOZART
PIAZZA,RESTIVO FRANCO,,8,bisett.,,,x,,,x,C8B40,MOZART
PIAZZETTA,RESUTTANA,,1,bisett.,x,,,x,,,C1B04,INGHAM
VIA,RICASOLI,Libertà - P.zza Nascè,8,trisett.,x,,x,,x,,C8T06,STRAZZERI
VIA,RICCARDO DA S. GERMANO,compreso slargo altezza Carnevale,8,sett.,x,,,,,,C8S31,MOZART
CORTILE,RICOTTARO,,1,sett.,,,,,,x,C1S06,STRAZZERI
VIA,RIOLO ROSARIO,Ferrara - Marconi,8,sett.,,,,,,x,C8S06,STRAZZERI
VIA,RIOLO ROSARIO,Marconi - Catania,8,sett.,,,,x,,,C8S07,STRAZZERI
VIA,RIOLO VINCENZO,,8,bisett.,,x,,,x,,C8B02,STRAZZERI
VIA,RISO,,1,giorn.,x,x,x,x,x,x,C1G03,INGHAM
VIA,RIZZO AMMIRAGLIO,P.zza Cascino - Don Orione,8,trisett.,,x,,x,,x,C8T20,STRAZZERI
VIA,RIZZO AMMIRAGLIO,"Don Orione - Salita Belmonte (comprese bretelle laterali
altezza Jung e Leotta)",8,trisett.,,x,,x,,x,C8T21,STRAZZERI
VIA,RIZZO LUIGI TEN.,,8,sett.,,,,x,,,C8S10,MOZART
VIA,RIZZOTTO GIUSEPPE,,1,sett.,,x,,,,,C1S15,CAMPISI
VICOLO,ROCCA,,1,sett.,,,,x,,,C1S11,CAMPISI
CORTILE,ROCCHETTI,,8,sett.,,,,,,x,C8S24,STRAZZERI
VIA,RODI,,8,bisett.,,,x,,,x,C8B30,STRAZZERI
VIA,ROMA,P.zza Giulio Cesare - C.so Vittorio Emanuele,1,trisett.,,x,,x,,x,C1T02,CAMPISI
VIA,ROMA,Cavour - Vittorio Emanuele,1,trisett.,x,,x,,x,,C1T14,STRAZZERI
VIA,ROMA,Cavour - P.pe di Belmonte,8,giorn.,x,x,x,x,x,x,C8G04,STRAZZERI
VIA,ROMA,P.pe di Belmonte - P.zza Sturzo,8,giorn.,x,x,x,x,x,x,C8G05,STRAZZERI
VIA,ROMA (slargo antistante STANDA),,1,trisett.,x,,x,,x,,C1T05,INGHAM
VIA,ROMAGNA,,8,bisett.,,x,,,x,,C8B34,MOZART
VIA,ROMANO GIUSEPPE,,8,sett.,,,,x,,,C8S07,STRAZZERI
SALITA,ROMANO SANTI,,1,giorn.,x,x,x,x,x,x,C1G01,INGHAM
VIA,ROSA ALLA GIOIAMIA,,1,sett.,,,,x,,,C1S11,CAMPISI
CORTILE,ROSA ALLA MAGIONE,,1,trisett.,x,,x,,x,,C1T04,INGHAM
VICOLO,ROSA ALL'ALLORO,,1,bisett.,,,x,,,x,C1B05,INGHAM
VIA,ROSSELLI,,1,sett.,,x,,,,,C1S15,CAMPISI
VICOLO,ROSSELLI,,1,sett.,,x,,,,,C1S15,CAMPISI
VIA,ROSSINI GIOACCHINO,,1,trisett.,x,,x,,x,,C1T10,STRAZZERI
VIA,ROTOLO CANONICO,,8,trisett.,x,,x,,x,,C8T09,STRAZZERI
VIA,RUBENS PIETRO PAOLO,solo varchi d'accesso,8,sett.,,,,x,,,C8S28,MOZART
VIA,RUFFINO,,8,sett.,,x,,,,,C8S02,STRAZZERI
VIA,RUTELLI MARIO,compreso tratti pedonali per Libertà,8,bisett.,,,x,,,x,C8B19,MOZART
VIA,RUZZOLONE PIETRO,,8,sett.,,,,x,,,C8S34,MOZART
VICOLO,S. ANTONIO PIAZZA TEDESCHI,,1,sett.,,,,x,,,C1S17,CAMPISI
CORTILE,S. CATERINA,,1,bisett.,,,x,,,x,C1B20,CAMPISI
SALITA,S. CATERINA,,1,giorn.,x,x,x,x,x,x,C1G16,CAMPISI
VICOLO,S. CATERINA,,1,giorn.,x,x,x,x,x,x,C1G16,CAMPISI
VIA,S. CRISTOFORO,,1,bisett.,,,x,,,x,C1B20,CAMPISI
CORTILE,S. MARIA DELLE GRAZIE,,1,sett.,x,,,,,,C1S08,CAMPISI
VICOLO,S. MARIA LA NUOVA,,1,bisett.,,x,,,x,,C1B07,STRAZZERI
CORTILE,S. NICOLA,,1,sett.,x,,,,,,C1S08,CAMPISI
PIAZZA,S. ONOFRIO,,1,trisett.,x,,x,,x,,C1T09,STRAZZERI
PIAZZETTA,S. SPIRITO,,1,trisett.,,x,,x,,x,C1T06,INGHAM
PIAZZETTA,S.AGATA ALLA GUILLA,,1,sett.,,,,x,,,C1S11,CAMPISI
VIA,S.AGATA ALLA GUILLA,P.zza S. Isidoro alla Guilla - Via Celso,1,bisett.,,x,,,x,,C1B10,STRAZZERI
VIA,S.AGATA ALLA GUILLA,Via del Celso - P.zza Settangeli,1,bisett.,x,,,x,,,C1B19,CAMPISI
CORTILE,S.AGATA ALLA GUILLA (1),,1,sett.,,,,x,,,C1S11,CAMPISI
CORTILE,S.AGATA ALLA GUILLA (2),,1,sett.,,,,x,,,C1S11,CAMPISI
VIA,S.AGOSTINO,Beati Paoli - Mirabella,1,giorn.,x,x,x,x,x,x,mercati,INGHAM -RD
VIA,S.AGOSTINO,Mirabella - Maqueda,1,giorn.,x,x,x,x,x,x,mercati,INGHAM -RD
CORTILE,S.ANDREA,,1,trisett.,,x,,x,,x,C1T12,STRAZZERI
PIAZZA,S.ANDREA,,1,trisett.,,x,,x,,x,C1T12,STRAZZERI
VICOLO,S.ANDREA,,1,trisett.,,x,,x,,x,C1T12,STRAZZERI
PIAZZA,S.ANNA,,1,giorn.,x,x,x,x,x,x,C1G04,INGHAM
VIA,S.ANNA,,1,giorn.,x,x,x,x,x,x,C1G04,INGHAM
ATRIO,S.ANNA (strada privata chiusa),,1,,,,,,,,"strada privata
chiusa",
CORTILE,S.ANNA (strada privata chiusa),,1,,,,,,,,"strada privata
chiusa",
PIAZZA,S.ANNA AL CAPO,,1,giorn.,x,x,x,x,x,x,C1G09,STRAZZERI
VICOLO,S.ANTONINO,,1,giorn.,x,x,x,x,x,x,C1G08,STRAZZERI
SALITA,S.ANTONIO,,1,sett.,,,,x,,,C1S04,STRAZZERI
VICOLO,S.ANTONIO A PALAZZO REALE,,1,sett.,,,,,,x,C1S13,CAMPISI
PIAZZETTA,S.BASILIO,,1,bisett.,,,x,,,x,C1B08,STRAZZERI
VIA,S.BASILIO,,1,bisett.,,,x,,,x,C1B08,STRAZZERI
VICOLO,S.BASILIO,,1,bisett.,,,x,,,x,C1B08,STRAZZERI
VIA,S.BIAGIO,,1,giorn.,x,x,x,x,x,x,C1G15,CAMPISI
PIAZZA,S.CARLO,,1,trisett.,x,,x,,x,,C1T05,INGHAM
VICOLO,S.CARLO,,1,bisett.,x,,,x,,,C1B04,INGHAM
PIAZZA,S.CHIARA,,1,sett.,x,,,,,,C1S14,CAMPISI
VICOLO,S.CHIARA,,1,sett.,,,x,,,,C1S16,CAMPISI
PIAZZETTA,S.COSMO,,1,trisett.,x,,x,,x,,C1T09,STRAZZERI
VIA,S.CRISTINA,,1,sett.,,,,x,,,C1S11,CAMPISI
DISCESA,S.DOMENICO,,1,trisett.,,x,,x,,x,C1T12,STRAZZERI
PIAZZA,S.DOMENICO,,1,giorn.,x,x,x,x,x,x,C1G06,STRAZZERI
VICOLO,S.DOMENICO,,1,bisett.,,x,,,x,,C1B07,STRAZZERI
PIAZZETTA,S.ELIGIO,,1,bisett.,,x,,,x,,C1B07,STRAZZERI
VICOLO,S.ELIGIO,,1,bisett.,,x,,,x,,C1B07,STRAZZERI
PIAZZA,S.EUNO,,1,giorn.,x,x,x,x,x,x,C1G03,INGHAM
VIA,S.EUNO,,1,giorn.,x,x,x,x,x,x,C1G03,INGHAM
VICOLO,S.FILIPPO D'ARGIRO',,1,sett.,,x,,,,,C1S15,CAMPISI
PIAZZA,S.FRANCESCO,,1,giorn.,x,x,x,x,x,x,C1G04,INGHAM
PIAZZA,S.FRANCESCO DI PAOLA,,8,trisett.,x,,x,,x,,C8T01,STRAZZERI
PIAZZA,S.FRANCESCO SAVERIO,,1,bisett.,,x,,,x,,C1B14,CAMPISI
VIA,S.FRANCESCO SAVERIO,,1,bisett.,x,,,x,,,C1B13,CAMPISI
VICOLO,S.GABRIELE,,1,bisett.,x,,,x,,,C1B04,INGHAM
VICOLO,S.GIACOMO,,1,bisett.,,x,,,x,,C1B06,STRAZZERI
PIAZZA,S.GIACOMO LA MARINA,,1,bisett.,,x,,,x,,C1B07,STRAZZERI
VICOLO,S.GILIBERTO,,1,sett.,,,x,,,,C1S10,CAMPISI
PIAZZA,S.GIORGIO DEI GENOVESI,Cavour - Valverde,1,bisett.,,x,,,x,,C1B06,STRAZZERI
VIA,S.GIORGIO DEI GENOVESI,,1,bisett.,,x,,,x,,C1B06,STRAZZERI
VIA,S.GIOSAFAT,,1,sett.,,x,,,,,C1S09,CAMPISI
ARCO,S.GIOVANNI ALLA GUILLA,,1,bisett.,,x,,,x,,C1B10,STRAZZERI
PIAZZA,S.GIOVANNI ALLA GUILLA,,1,bisett.,,x,,,x,,C1B10,STRAZZERI
VIA,S.GIOVANNI ALLA GUILLA,,1,bisett.,,x,,,x,,C1B10,STRAZZERI
VICOLO,S.GIOVANNI CRISOSTOMO,,1,sett.,,,x,,,,C1S16,CAMPISI
PIAZZA,S.GIOVANNI DECOLLATO,,1,bisett.,x,,,x,,,C1B16,CAMPISI
CLE,S.GIOVANNI DEGLI EREMITI,,1,giorn.,x,x,x,x,x,x,C1G14,CAMPISI
PIAZZETTA,S.GIUSEPPE,,1,bisett.,,,x,,,x,C1B18,CAMPISI
VICOLO,S.GIUSEPPE,,1,bisett.,,,x,,,x,C1B18,CAMPISI
VICOLO,S.GIUSEPPE D'ARIMATEA,,1,bisett.,,,x,,,x,C1B18,CAMPISI
VIA,S.GREGORIO,,1,sett.,,,,,,x,C1S06,STRAZZERI
VICOLO,S.GUGLIELMO,,1,giorn.,x,x,x,x,x,x,C1G08,STRAZZERI
PIAZZA,S.ISIDORO ALLA GUILLA,,1,bisett.,,x,,,x,,C1B10,STRAZZERI
VIA,S.ISIDORO ALLA GUILLA,,1,bisett.,,x,,,x,,C1B10,STRAZZERI
PIAZZETTA,S.MARCO,,1,sett.,,,,,,x,C1S06,STRAZZERI
VICOLO,S.MARCO,,8,sett.,,,x,,,,C8S03,STRAZZERI
VICOLO,S.MARIA AL PARADISO,,1,sett.,x,,,,,,C1S08,CAMPISI
VIA,S.MARIA DEL PILIERO,,1,sett.,,,,x,,,C1S07,STRAZZERI
VICOLO,S.MARIA MAGGIORE,,1,sett.,,,x,,,,C1S16,CAMPISI
VICOLO,S.MATTEO,,1,sett.,,,,x,,,C1S04,STRAZZERI
VICOLO,S.MERCURIO,,1,sett.,,,,,,x,C1S13,CAMPISI
LARGO,S.MICHELE ARCANGELO,,8,bisett.,,,x,,,x,C8B50,MOZART
VICOLO,S.MICHELE ARCANGELO,,1,sett.,x,,,,,,C1S14,CAMPISI
VICOLO,S.NICOLO',,1,giorn.,x,x,x,x,x,x,C1G08,STRAZZERI
PIAZZA,S.NICOLO' ALL'ALBERGHERIA,,1,sett.,,x,,,,,C1S15,CAMPISI
VIA,S.NICOLO' ALL'ALBERGHERIA,Albergheria - Tesauro,1,sett.,,x,,,,,C1S15,CAMPISI
VIA,S.NICOLO' ALL'ALBERGHERIA,P.za Baronio - Porta di Castro,1,sett.,,,x,,,,C1S16,CAMPISI
PIAZZA,S.NICOLO' DEGLI SCALZI,,1,trisett.,,x,,x,,x,C1T02,CAMPISI
PIAZZA,S.OLIVA,,8,giorn.,x,x,x,x,x,x,C8G02,STRAZZERI
VIA,S.OLIVA,,8,giorn.,x,x,x,x,x,x,C8G02,STRAZZERI
CORTILE,S.ONOFRIO (PZA S.ONOFRIO),,1,trisett.,x,,x,,x,,C1T09,STRAZZERI
VICOLO,S.ORSOLA,Maqueda - P.za SS. Quaranta Martiri,1,bisett.,,,x,,,x,C1B20,CAMPISI
VICOLO,S.ORSOLA,Maqueda - Lampionelli,1,sett.,x,,,,,,C1S08,CAMPISI
CORTILE,S.PAOLINO,,1,bisett.,x,,,x,,,C1B19,CAMPISI
PIAZZETTA,S.PAOLINO,,1,bisett.,x,,,x,,,C1B19,CAMPISI
VICOLO,S.PAOLINO,,1,sett.,,x,,,,,C1S02,STRAZZERI
VIA,S.RITA,,1,sett.,,,,,x,,C1S05,STRAZZERI
VIA,S.ROSALIA,,1,sett.,,x,,,,,C1S09,CAMPISI
VICOLO,S.ROSALIA,,1,sett.,,x,,,,,C1S09,CAMPISI
VIA,S.ROSALIA (ALLA STATUA),,8,trisett.,x,,x,,x,,C8T29,PARTANNA
VIA,S.ROSALIA (ALLA STATUA),,8,trisett.,,x,,x,,x,C8T30,PARTANNA
VICOLO,S.ROSALIA AL PAPIRETO,,1,sett.,,x,,,,,C1S02,STRAZZERI
VIA,S.SEBASTIANO,,1,bisett.,,x,,,x,,C1B06,STRAZZERI
ARCO,S.SOFIA,,1,trisett.,,x,,x,,x,C1T08,STRAZZERI
PIAZZETTA,S.SOFIA,,1,trisett.,,x,,x,,x,C1T08,STRAZZERI
VICOLO,S.SOFIA,,1,trisett.,,x,,x,,x,C1T08,STRAZZERI
PIAZZETTA,S.SPINA,,1,sett.,,x,,,,,C1S09,CAMPISI
VIA,S.SPINA,,1,sett.,,x,,,,,C1S09,CAMPISI
PIAZZETTA,S.TERESA,,1,giorn.,x,x,x,x,x,x,C1G01,INGHAM
VIA,S.TERESA,,1,giorn.,x,x,x,x,x,x,C1G01,INGHAM
PIAZZA,S.VITO,,1,sett.,,,,,,x,C1S06,STRAZZERI
VIA,SABOTINO,Pasubio - IV Novembre,8,sett.,,,,x,,,C8S40,MOZART
VIA,SABOTINO,P.pe di Paternò - Pasubio,8,bisett.,x,,,x,,,C8B41,MOZART
SPIANATA,SACRA GROTTA,compresa scalinata,8,trisett.,x,,x,,x,,C8T29,PARTANNA
SPIANATA,SACRA GROTTA,compresa scalinata,8,trisett.,,x,,x,,x,C8T30,PARTANNA
VIA,SADAT ANWAR,,8,sett.,,,,,,x,C8S11,MOZART
VIA,SALADINO,,1,sett.,,,x,,,,C1S16,CAMPISI
VIA,SALINAS ANTONINO,,8,bisett.,,,x,,,x,C8B25,MOZART
VICOLO,SALVEZZA,,1,bisett.,,x,,,x,,C1B02,INGHAM
VIA,SALVO LICATA,,1,giorn.,x,x,x,x,x,x,C1G12,STRAZZERI
VIA,SAMMARTINO,Dante - oltre Nigra,8,trisett.,,x,,x,,x,C8T13,STRAZZERI
VIA,SAMMARTINO,P.za Amendola - Dante,8,trisett.,,x,,x,,x,C8T02,STRAZZERI
VIA,SAMMUZZO,,8,sett.,x,,,,,,C8S01,STRAZZERI
CORTILE,SAMPOLO,,8,sett.,,x,,,,,C8S08,MOZART
VIA,SAMPOLO,Imperatore Federico - Cordova,8,trisett.,x,,x,,x,,C8T19,MOZART
VIA,SAMPOLO,Cordova - Alessi,8,trisett.,x,,x,,x,,C8T18,MOZART
VIA,SAMPOLO,Alessi - Duca della Verdura,8,trisett.,x,,x,,x,,C8T16,STRAZZERI
VIA,SAMPOLO,da Duca della Verdura ad aula bunker,8,bisett.,,,x,,,x,C8B09,STRAZZERI
PIAZZA,SANDRON LUIGI  già PIAZZA MN. 1,,8,bisett.,,,x,,,x,C8B16,STRAZZERI
VIA,SANDRON REMO,,8,bisett.,x,,,x,,,C8B10,STRAZZERI
VICOLO,SANGUINAZZAI,,1,sett.,,,,,x,,C1S05,STRAZZERI
VIA,SANSONE ALFONSO,,1,sett.,,,x,,,,C1S10,CAMPISI
DISCESA,SANTAMARINA,,1,sett.,,,,x,,,C1S04,STRAZZERI
VIA,SANTAROSA SANTORRE,,8,sett.,,,,x,,,C8S07,STRAZZERI
VIA,SANTUARIO CROCE,,8,trisett.,,x,,x,,x,C8T30,PARTANNA
VIA,SANTUARIO DI CRUILLAS,Regione Siciliana - Paternò,8,sett.,,,x,,,,C8S32,MOZART
VIA,SAVONA,,1,bisett.,,x,,,x,,C1B02,INGHAM
VIALE,SCADUTO FRANCESCO,,8,bisett.,,x,,,x,,C8B42,MOZART
VICOLO,SCAFIDI,,1,sett.,,,,,x,,C1S12,CAMPISI
PIAZZA,SCALIA LUIGI,,8,trisett.,x,,x,,x,,C8T15,STRAZZERI
VICOLO,SCALICI,,8,sett.,,,x,,,,C8S03,STRAZZERI
CORTILE,SCALILLA,,1,sett.,,,,,,x,C1S06,STRAZZERI
VIA,SCARLATTI ALESSANDRO,,1,trisett.,x,,x,,x,,C1T10,STRAZZERI
VIA,SCARPARELLI,,1,sett.,x,,,,,,C1S14,CAMPISI
VIA,"SCARPELLO GAETANO  già VIA MN.
10",,8,sett.,,,,,x,,C8S12,MOZART
VIA,SCHIAVO DOMENICO,,8,sett.,,x,,,,,C8S02,STRAZZERI
VIA,SCHIAVO MICHELE,,1,sett.,,x,,,,,C1S15,CAMPISI
CORTILE,SCHIAVUZZO,,1,bisett.,x,,,x,,,C1B04,INGHAM
VIA,SCHIAVUZZO,,1,bisett.,x,,,x,,,C1B01,INGHAM
VIA,SCHIERA GIUSEPPE,,1,giorn.,x,x,x,x,x,x,C1G07,STRAZZERI
VIA,SCHIOPPETTIERI,,1,bisett.,,,x,,,x,C1B20,CAMPISI
VIA,SCHIRO' GIACOMO,,8,bisett.,x,,,x,,,C8B10,STRAZZERI
VIA,SCIANNA CIRO,,1,bisett.,x,,,x,,,C1B09,STRAZZERI
VICOLO,SCIARA,,1,bisett.,x,,,x,,,C1B04,INGHAM
VICOLO,SCICLI,,1,sett.,,,,,x,,C1S12,CAMPISI
VIA,SCINA' DOMENICO,La Lumia - P.za Sturzo,8,giorn.,x,x,x,x,x,x,C8G06,STRAZZERI
VIA,SCINA' DOMENICO,P.za Sturzo - P.zza della Pace,8,bisett.,,,x,,,x,C8B06,STRAZZERI
VIA,SCIPPATESTE,,1,sett.,x,,,,,,C1S01,STRAZZERI
VIA,SCIUTI GIUSEPPE,Lazio - Paternò,8,bisett.,,x,,,x,,C8B36,MOZART
VIA,SCIUTI GIUSEPPE,Paternò - Cesareo (compreso salrgo altezza Giusti),8,trisett.,,x,,x,,x,C8T26,MOZART
VIA,SCIUTI GIUSEPPE,Cesareo - Notarbartolo,8,giorn.,x,x,x,x,x,x,C8G12,MOZART
VIA,SCLAFANI MATTEO,,1,bisett.,,x,,,x,,C1B17,CAMPISI
VIA,SCOBAR CRISTOFARO,,8,bisett.,,,x,,,x,C8B57,MOZART
VIA,SCOPARI,,1,bisett.,,,x,,,x,C1B05,INGHAM
VIA,SCROFANI SAVERIO,,8,bisett.,,x,,,x,,C8B22,MOZART
CORTILE,SECCO (PAL.REALE),,1,sett.,,,,,,x,C1S06,STRAZZERI
VIA,SEGESTA,,8,sett.,,,,,,x,C8S06,STRAZZERI
VIA,SELINUNTE,,8,sett.,,,,,,x,C8S06,STRAZZERI
VIA,SELLA QUINTINO,Libertà - P.zza Nascè,8,trisett.,x,,x,,x,,C8T06,STRAZZERI
VIA,SELLA QUINTINO,P.za Nascè - Empedocle,8,bisett.,,,x,,,x,C8B06,STRAZZERI
LARGO,SELLERIO ANTONIO,,8,sett.,,,,,x,,C8S12,MOZART
CORTILE,SEMINARIO GRECO,,8,sett.,x,,,,,,C8S13,STRAZZERI
VIA,SEMINARIO ITALO ALBANESE,,1,sett.,,,,x,,,C1S07,STRAZZERI
VIA,SERRADIFALCO,Casella - Ziino,8,bisett.,,x,,,x,,C8B59,MOZART
PIAZZA,SETT'ANGELI,,1,giorn.,x,x,x,x,x,x,C1G17,CAMPISI
PIAZZETTA,SETTE CANTONI,,1,bisett.,,x,,,x,,C1B17,CAMPISI
